,neighborhood_name,neighborhood_latitude,neighborhood_longitude,vanue,vanue_category,venue_latitude,venue_longitude
1795,"Underground city,First Canadian Place",43.6484292,-79.3822802,The National Club,Wine Bar,43.64934259283233,-79.3805735731846
1796,"Underground city,First Canadian Place",43.6484292,-79.3822802,Roy Thomson Hall,Concert Hall,43.6465886970634,-79.38597899374354
1797,"Underground city,First Canadian Place",43.6484292,-79.3822802,Bardi's Steak House,Restaurant,43.64622,-79.383074
1798,"Underground city,First Canadian Place",43.6484292,-79.3822802,Café Plenty,Café,43.6491179354577,-79.37831288380438
1799,"Underground city,First Canadian Place",43.6484292,-79.3822802,DAVIDsTEA,Tea Room,43.650546552943766,-79.38338493349875
1800,"Underground city,First Canadian Place",43.6484292,-79.3822802,WVRST,Beer Bar,43.64496809087762,-79.38137631843854
1801,"Underground city,First Canadian Place",43.6484292,-79.3822802,Petit Four Bakery,Sandwich Place,43.647743692587085,-79.37958814250598
1802,"Underground city,First Canadian Place",43.6484292,-79.3822802,Craft Beer Market,Beer Bar,43.6498722789121,-79.37839828995996
1803,"Underground city,First Canadian Place",43.6484292,-79.3822802,M Square Coffee Co,Coffee Shop,43.65121797253777,-79.38355459932247
1804,"Underground city,First Canadian Place",43.6484292,-79.3822802,The Chase,New American Restaurant,43.650951982093595,-79.37942201983014
1805,"Underground city,First Canadian Place",43.6484292,-79.3822802,Tachi,Sushi Restaurant,43.65059603893127,-79.38339613055128
1806,"Underground city,First Canadian Place",43.6484292,-79.3822802,Pi Co.,Pizza Place,43.648651,-79.385874
1807,"Underground city,First Canadian Place",43.6484292,-79.3822802,Hilton,Hotel,43.6499459,-79.385479
1808,"Underground city,First Canadian Place",43.6484292,-79.3822802,Starbucks,Coffee Shop,43.64902831957521,-79.38159290007317
1809,"Underground city,First Canadian Place",43.6484292,-79.3822802,Richmond Station,American Restaurant,43.65156872562108,-79.37926594000328
1810,"Underground city,First Canadian Place",43.6484292,-79.3822802,Bulldog On The Block,Coffee Shop,43.65065218852629,-79.38414092873634
1811,"Underground city,First Canadian Place",43.6484292,-79.3822802,Lobby Lounge at the Shangri-La Toronto,Lounge,43.64915499986854,-79.38654574367817
1812,"Underground city,First Canadian Place",43.6484292,-79.3822802,Papyrus,Gift Shop,43.64819540954937,-79.3813921854217
1813,"Underground city,First Canadian Place",43.6484292,-79.3822802,Drake One Fifty,Restaurant,43.649589523564934,-79.38455694587901
1814,"Underground city,First Canadian Place",43.6484292,-79.3822802,Buster's Sea Cove,Seafood Restaurant,43.64777410584289,-79.37918080262172
1815,"Underground city,First Canadian Place",43.6484292,-79.3822802,Pilot Coffee Roasters,Coffee Shop,43.64501814464698,-79.3804150931199
1816,"Underground city,First Canadian Place",43.6484292,-79.3822802,Beerbistro,Gastropub,43.64941904378835,-79.37723726034164
1817,"Underground city,First Canadian Place",43.6484292,-79.3822802,Hockey Hall Of Fame (Hockey Hall of Fame),Museum,43.646974451431056,-79.37732323942681
1818,"Underground city,First Canadian Place",43.6484292,-79.3822802,Ruby Thai (First Canadian Place),Thai Restaurant,43.64909140219368,-79.38159990145141
1819,"Underground city,First Canadian Place",43.6484292,-79.3822802,Marché Mövenpick,Restaurant,43.6472616,-79.3785998
1820,"Underground city,First Canadian Place",43.6484292,-79.3822802,Five Guys,Burger Joint,43.648952917114954,-79.38148110862167
1821,"Underground city,First Canadian Place",43.6484292,-79.3822802,Nathan Phillips Square,Plaza,43.65227047322295,-79.38351631164551
1822,"Underground city,First Canadian Place",43.6484292,-79.3822802,Starbucks,Coffee Shop,43.647261,-79.378599
1823,"Underground city,First Canadian Place",43.6484292,-79.3822802,The Gabardine,American Restaurant,43.65098801064232,-79.38122513218154
1824,"Underground city,First Canadian Place",43.6484292,-79.3822802,Mercatto,Italian Restaurant,43.6502431921682,-79.38081989149896
1825,"Underground city,First Canadian Place",43.6484292,-79.3822802,Fune Japanese Restaurant,Japanese Restaurant,43.64851365544565,-79.38645657820041
1826,"Underground city,First Canadian Place",43.6484292,-79.3822802,Michael's on Simcoe,Steakhouse,43.64826881661747,-79.38632821234134
1827,"Underground city,First Canadian Place",43.6484292,-79.3822802,Union Pearson Express,Train Station,43.64436200658875,-79.38319927907953
1828,"Underground city,First Canadian Place",43.6484292,-79.3822802,Old City Hall,Monument / Landmark,43.652008800876125,-79.3817442232328
1829,"Underground city,First Canadian Place",43.6484292,-79.3822802,Chotto Matte,Japanese Restaurant,43.646473,-79.378782
1830,"Underground city,First Canadian Place",43.6484292,-79.3822802,Movenpick Cafe,Café,43.647686808930885,-79.3772953884033
1831,"Underground city,First Canadian Place",43.6484292,-79.3822802,Royal Alexandra Theatre,Theater,43.647255,-79.38753
1832,"Underground city,First Canadian Place",43.6484292,-79.3822802,Thai Island,Thai Restaurant,43.64914597811404,-79.38379835292523
1833,"Underground city,First Canadian Place",43.6484292,-79.3822802,GoodLife Fitness Toronto 137 Yonge Street,Gym,43.651242,-79.378068
1834,"Underground city,First Canadian Place",43.6484292,-79.3822802,Momofuku Noodle Bar,Noodle House,43.6493658716176,-79.38621652451032
1835,"Underground city,First Canadian Place",43.6484292,-79.3822802,Sud Forno,Bakery,43.65093965733832,-79.37904545824371
1836,"Underground city,First Canadian Place",43.6484292,-79.3822802,Sweet Lulu,Asian Restaurant,43.65055650489936,-79.38117543224395
1837,"Underground city,First Canadian Place",43.6484292,-79.3822802,Toronto Athletic Club,Gym,43.647359553534905,-79.3811766566002
1838,"Underground city,First Canadian Place",43.6484292,-79.3822802,Union Chicken,Fried Chicken Joint,43.64491185903613,-79.38232534702786
1839,"Underground city,First Canadian Place",43.6484292,-79.3822802,Starbucks,Coffee Shop,43.649328,-79.378339
1840,"Underground city,First Canadian Place",43.6484292,-79.3822802,Kojin,Colombian Restaurant,43.64939770725357,-79.38609106624851
1841,"Underground city,First Canadian Place",43.6484292,-79.3822802,Noodle King,Asian Restaurant,43.65170632794881,-79.38304628912547
1842,"Underground city,First Canadian Place",43.6484292,-79.3822802,Byblos Toronto,Mediterranean Restaurant,43.647615054171766,-79.3883810317138
1843,"Underground city,First Canadian Place",43.6484292,-79.3822802,Starbucks,Coffee Shop,43.647192603955325,-79.38095685671752
1844,"Underground city,First Canadian Place",43.6484292,-79.3822802,Canadian Opera Company,Opera House,43.6506601893789,-79.38624169559013
1845,"Underground city,First Canadian Place",43.6484292,-79.3822802,First Canadian Place,Building,43.64848212292913,-79.38244342803955
1846,"Underground city,First Canadian Place",43.6484292,-79.3822802,The Burger's Priest,Fast Food Restaurant,43.64864328298093,-79.38753876719665
1847,"Underground city,First Canadian Place",43.6484292,-79.3822802,Tim Hortons,Coffee Shop,43.6468622,-79.3825442
1848,"Underground city,First Canadian Place",43.6484292,-79.3822802,Hudson's Bay,Department Store,43.652039815876805,-79.38039146122816
1849,"Underground city,First Canadian Place",43.6484292,-79.3822802,Burrito Boyz,Burrito Place,43.6484455955513,-79.3879951787513
1850,"Underground city,First Canadian Place",43.6484292,-79.3822802,Starbucks,Coffee Shop,43.646890531355616,-79.38187054975934
1851,"Underground city,First Canadian Place",43.6484292,-79.3822802,Copacabana Grilled Brazilian,Brazilian Restaurant,43.64833259480477,-79.3881514766071
1852,"Underground city,First Canadian Place",43.6484292,-79.3822802,Ruth's Chris Steak House,Steakhouse,43.6499174,-79.3857238
1853,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Roots,Boutique,43.7182215,-79.4667762
1854,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Kitchen Stuff Plus (Clearance Outlet),Furniture / Home Store,43.71909636823933,-79.46267482419971
1855,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Lac Vien Vietnamese Restaurant,Vietnamese Restaurant,43.72125878799614,-79.46847226859448
1856,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Orfus Road Shopping Outlets,Clothing Store,43.719045296434736,-79.46084915034818
1857,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Tim Hortons,Coffee Shop,43.7194274,-79.4679949
1858,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Ardene Shoes Outlet,Accessories Store,43.718892366644944,-79.46134358371631
1859,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Rinx Real Entertainment Centre,Event Space,43.71784220022086,-79.46223069665501
1860,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Urban Planet,Women's Store,43.718121,-79.467567
1861,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Lens Mills,Arts & Crafts Store,43.71913704692334,-79.46196899954919
1862,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Party City,Miscellaneous Shop,43.71941805471303,-79.459316806156
1863,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Barrymore,Furniture / Home Store,43.715889754621216,-79.46818846540778
1864,"Lawrence Manor,Lawrence Heights",43.718517999999996,-79.46476329999999,Canadian Appliance,Furniture / Home Store,43.72211025429708,-79.46726560592651
1865,Glencairn,43.709577,-79.44507259999999,R bakery,Bakery,43.70741964331273,-79.44312584563261
1866,Glencairn,43.709577,-79.44507259999999,Miyako Sushi Restaurant,Japanese Restaurant,43.709111,-79.44393
1867,Glencairn,43.709577,-79.44507259999999,wenderly park,Playground,43.711595267049525,-79.44634437561035
1868,Glencairn,43.709577,-79.44507259999999,"Chalker's Pub, Billiards and Bistro",Pub,43.705746734874204,-79.44237750652644
1869,Glencairn,43.709577,-79.44507259999999,Pizza Nova,Pizza Place,43.707503883344074,-79.44314118823905
1870,Humewood-Cedarvale,43.6937813,-79.42819140000002,Cedarvale Park,Field,43.692534923091934,-79.42870527613704
1871,Humewood-Cedarvale,43.6937813,-79.42819140000002,Cedarvale Ravine,Trail,43.690188230007266,-79.42610580222994
1872,Humewood-Cedarvale,43.6937813,-79.42819140000002,Phil White Arena,Hockey Arena,43.69130271699826,-79.43176051142332
1873,Humewood-Cedarvale,43.6937813,-79.42819140000002,Prince's Parkette,Park,43.697385109217436,-79.42470436410068
1874,Caledonia-Fairbanks,43.6890256,-79.453512,Nairn Park,Park,43.69065390931841,-79.4562995791835
1875,Caledonia-Fairbanks,43.6890256,-79.453512,Maximum Woman,Women's Store,43.69065130310669,-79.45633320240984
1876,Caledonia-Fairbanks,43.6890256,-79.453512,Walmart,Market,43.690659578356374,-79.45631672044142
1877,Caledonia-Fairbanks,43.6890256,-79.453512,Fairbank Memorial Park,Park,43.69202800194052,-79.44892353333186
1878,Christie,43.669542,-79.4225637,Fiesta Farms,Grocery Store,43.66847077052224,-79.42048512748114
1879,Christie,43.669542,-79.4225637,Contra Cafe,Café,43.669107144072974,-79.42610471852032
1880,Christie,43.669542,-79.4225637,Vinny’s Panini,Italian Restaurant,43.67067884412717,-79.42614819830024
1881,Christie,43.669542,-79.4225637,Starbucks,Coffee Shop,43.67153,-79.4214
1882,Christie,43.669542,-79.4225637,Scout and Cash Caffe,Café,43.66735987720157,-79.41993774586636
1883,Christie,43.669542,-79.4225637,Faema Caffe,Café,43.6710456734398,-79.41929697990417
1884,Christie,43.669542,-79.4225637,Universal Grill,Diner,43.670549820711926,-79.42654054306477
1885,Christie,43.669542,-79.4225637,Actinolite,Restaurant,43.66785822046965,-79.42805427320322
1886,Christie,43.669542,-79.4225637,Loblaws,Grocery Store,43.671657,-79.421364
1887,Christie,43.669542,-79.4225637,Stubbe Chocolates,Candy Store,43.67156577026589,-79.42128899001831
1888,Christie,43.669542,-79.4225637,Sobeys Dupont,Grocery Store,43.670977,-79.427573
1889,Christie,43.669542,-79.4225637,Marlenes Just Babies,Baby Store,43.671824,-79.420499
1890,Christie,43.669542,-79.4225637,Dupont Disco,Nightclub,43.67048982553482,-79.42661141389264
1891,Christie,43.669542,-79.4225637,Queens Club,Athletics & Sports,43.672386069777616,-79.41810570233238
1892,Christie,43.669542,-79.4225637,Pioneer Energy,Gas Station,43.67035525082211,-79.42840047898076
1893,Christie,43.669542,-79.4225637,Marian Engel Park,Park,43.67375357657298,-79.42398759247811
1894,Christie,43.669542,-79.4225637,Garrison Creek Park,Park,43.67168977827157,-79.42780494689941
1895,Christie,43.669542,-79.4225637,Foto Grocery,Grocery Store,43.66797858931121,-79.42821689567089
1896,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,The Greater Good Bar,Bar,43.669409,-79.439267
1897,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Parallel,Middle Eastern Restaurant,43.66951635632503,-79.43872770646192
1898,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Planet Fitness,Gym / Fitness Center,43.66758797288865,-79.44257365441428
1899,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Blood Brothers Brewing,Brewery,43.66994369492681,-79.43653285503387
1900,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,FreshCo,Grocery Store,43.66791838591585,-79.44075425394298
1901,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Happy Bakery & Pastries,Bakery,43.66705039063128,-79.44179124412831
1902,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Rehearsal Factory,Music Venue,43.66887675155326,-79.44360330056674
1903,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Nova Era Bakery,Bakery,43.66988647609785,-79.43758190821525
1904,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,The Sovereign,Café,43.673115708192206,-79.44026498681781
1905,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,TD Canada Trust,Bank,43.6679341,-79.4416984
1906,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Food Basics,Supermarket,43.6668856311364,-79.44669127467023
1907,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Rexall,Pharmacy,43.667504,-79.442086
1908,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Shoppers Drug Mart,Pharmacy,43.666745,-79.447446
1909,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Park,Park,43.66693250395496,-79.4394486237563
1910,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,The Brick,Furniture / Home Store,43.66912616885337,-79.44025978782156
1911,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Macedo,Wine Shop,43.669505607786704,-79.4394486237563
1912,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,North Of Brooklyn Pizzeria,Pizza Place,43.669467,-79.439335
1913,"Dufferin,Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Community Centre,Pool,43.66729321721379,-79.43947609874155
1914,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Bellwoods Brewery,Brewery,43.647097254598236,-79.41995537873463
1915,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Pizzeria Libretto,Pizza Place,43.64897862710277,-79.4206035669193
1916,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Bang Bang Ice Cream & Bakery,Ice Cream Shop,43.64624619920086,-79.41955285188536
1917,"Little Portugal,Trinity",43.647926700000006,-79.4197497,OddSeoul,Korean Restaurant,43.64619218474247,-79.4196014527498
1918,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Mamakas Taverna,Greek Restaurant,43.64604217335094,-79.41967886278816
1919,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Foxley Bistro,Asian Restaurant,43.648642746283834,-79.42049525794245
1920,"Little Portugal,Trinity",43.647926700000006,-79.4197497,La Cubana,Cuban Restaurant,43.64623003878161,-79.4196356996568
1921,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Gift Shop,Cocktail Bar,43.64614871682715,-79.41948131634449
1922,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Paris Paris Bar,Wine Bar,43.649237,-79.421436
1923,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Union Restaurant,New American Restaurant,43.64585979013257,-79.41953208988866
1924,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Artscape Youngplace,Art Gallery,43.646921206418654,-79.4173424662258
1925,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Pho Rua Vang (Golden Turtle),Vietnamese Restaurant,43.64689319654605,-79.41977781583955
1926,"Little Portugal,Trinity",43.647926700000006,-79.4197497,La Banane,French Restaurant,43.64904020618134,-79.42059946263156
1927,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Bellwoods Brewery Bottle Shop,Beer Store,43.64715605783796,-79.41995788555359
1928,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Reposado,Bar,43.647320789001384,-79.42003151431754
1929,"Little Portugal,Trinity",43.647926700000006,-79.4197497,The Communist's Daughter,Bar,43.64936167997857,-79.42096310360856
1930,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Lower Ossington Theatre,Theater,43.64638945106542,-79.4197810126815
1931,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Rotate This,Record Shop,43.64854360521872,-79.42051802319355
1932,"Little Portugal,Trinity",43.647926700000006,-79.4197497,SoSo Food Club,Asian Restaurant,43.649374803627865,-79.42160177446873
1933,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Dakota Tavern,Bar,43.64967991705445,-79.42083755592827
1934,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Get Well,Bar,43.6493204037974,-79.42193705485465
1935,"Little Portugal,Trinity",43.647926700000006,-79.4197497,YogaSpace,Yoga Studio,43.64760744635252,-79.42013338783642
1936,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Venezia Bakery,Bakery,43.6468112760052,-79.41980345671674
1937,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Hanmoto,Asian Restaurant,43.649505301973576,-79.42276783144736
1938,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Pho Tien Thanh,Vietnamese Restaurant,43.6454840897343,-79.41927617283633
1939,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Bazara,Japanese Restaurant,43.64853491212856,-79.4205209529485
1940,"Little Portugal,Trinity",43.647926700000006,-79.4197497,i deal coffee,Coffee Shop,43.64784412071227,-79.4202942461777
1941,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Bobbie Sue's Mac + Cheese,Mac & Cheese Joint,43.64778276946676,-79.42041900552132
1942,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Superpoint,Pizza Place,43.648438964819064,-79.42051429823161
1943,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Ufficio,Italian Restaurant,43.649439390888254,-79.42301401069709
1944,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Té,Bistro,43.6457982128694,-79.41950829388077
1945,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Tiger of Sweden Toronto,Men's Store,43.64547447021368,-79.41939519348614
1946,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Nova Era Bakery,Bakery,43.64941868510166,-79.42217715153669
1947,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Jimmy's Coffee,Coffee Shop,43.64452074032671,-79.4189080566799
1948,"Little Portugal,Trinity",43.647926700000006,-79.4197497,The Lakeview Restaurant,Diner,43.64943515996231,-79.42039021958406
1949,"Little Portugal,Trinity",43.647926700000006,-79.4197497,The Garrison,Music Venue,43.649227297577795,-79.42233296476078
1950,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Lost & Found,Men's Store,43.64937792373502,-79.42414948228769
1951,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Pilot Coffee Roasters,Coffee Shop,43.646609556865684,-79.41960592835666
1952,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Cafe Neon,Café,43.64413001596351,-79.41966955539107
1953,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Montgomery's,Restaurant,43.64427321589836,-79.41852057016375
1954,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Salt Wine Bar,Wine Bar,43.64897091178076,-79.42062013231565
1955,"Little Portugal,Trinity",43.647926700000006,-79.4197497,The Goods,Vegetarian / Vegan Restaurant,43.649259,-79.424022
1956,"Little Portugal,Trinity",43.647926700000006,-79.4197497,BYOB Cocktail Emporium,Miscellaneous Shop,43.64444685441145,-79.41775729184432
1957,"Little Portugal,Trinity",43.647926700000006,-79.4197497,The Tampered Press,Coffee Shop,43.65006186869144,-79.41728020642847
1958,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Trinity Bellwoods Park,Park,43.64707192840234,-79.4137559260075
1959,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Le Dolci,Cupcake Shop,43.65037714376175,-79.41595899908262
1960,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Frankie's Bar & Cafe,Restaurant,43.64428952965486,-79.41848108576797
1961,"Little Portugal,Trinity",43.647926700000006,-79.4197497,apt 200,Bar,43.644025502641135,-79.42006269612578
1962,"Little Portugal,Trinity",43.647926700000006,-79.4197497,The Lucky Penny,Deli / Bodega,43.64701953746149,-79.41700293213309
1963,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Hanji,Gift Shop,43.644664910209585,-79.41642916229416
1964,"Little Portugal,Trinity",43.647926700000006,-79.4197497,El Almacen Yerba Mate Cafe + Gallery,Café,43.64368185408237,-79.42162671323418
1965,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Founder Restaurant & Bar,Restaurant,43.64947797447339,-79.42535203846116
1966,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Fresh,Juice Bar,43.64500965327651,-79.41508361054778
1967,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Bar Fancy,Bar,43.64373383144182,-79.4213257341413
1968,"Little Portugal,Trinity",43.647926700000006,-79.4197497,Mahjong Bar,Bar,43.64952459972479,-79.4250960892669
1969,"Little Portugal,Trinity",43.647926700000006,-79.4197497,The Dock Ellis,Sports Bar,43.64945688097198,-79.42529715531316
1970,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Reebok Crossfit Liberty Village,Gym,43.637035591932005,-79.42480199455974
1971,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Starbucks,Coffee Shop,43.63909,-79.427622
1972,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Pharmacy,Bar,43.638089904034146,-79.43180974511733
1973,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Caffino,Italian Restaurant,43.63902121044261,-79.42528923382933
1974,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Louie Craft Coffee,Coffee Shop,43.639283775543895,-79.42561998986335
1975,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,The Abbott,Café,43.637996211047366,-79.43071653853734
1976,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,SCHOOL Restaurant,Breakfast Spot,43.6377753703417,-79.42429737067897
1977,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Pet Valu,Pet Store,43.63908935811652,-79.42682834187295
1978,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Structube,Furniture / Home Store,43.63983635997934,-79.42364186555774
1979,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Joe Rockhead's Climbing Gym,Climbing Gym,43.636342324798676,-79.423582112592
1980,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Vogue Supper Club,Restaurant,43.63695126198934,-79.42544606558822
1981,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Brodflour,Bakery,43.637535,-79.422761
1982,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Mike's Liberty Grill,Breakfast Spot,43.63750507397488,-79.42464979436862
1983,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Kotta Japanese Restaurant,Japanese Restaurant,43.63874998596859,-79.42835029903067
1984,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Lamport Stadium,Stadium,43.638777912508445,-79.42353373474235
1985,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Joker Cafe,Café,43.63572658167962,-79.42603944906266
1986,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,The Remix Project,Performing Arts Venue,43.63649113953229,-79.42251282693181
1987,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Loco Burrito,Burrito Place,43.63751255946425,-79.4228975016341
1988,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Uma Cafe,Café,43.63701567204681,-79.42404784920467
1989,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Queen Supermarket,Grocery Store,43.634264921487066,-79.42911195252461
1990,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Gardiner Expy & Dufferin St,Intersection,43.6338,-79.42546
1991,"Parkdale Village,Brockton,Exhibition Place",43.6368472,-79.42819140000002,Dunn Milk Variety,Convenience Store,43.6336672441301,-79.43154947516645
1992,"Downsview,North Park,Upwood Park",43.713756200000006,-79.4900738,Rustic Bakery,Bakery,43.715413998974796,-79.49030028640821
1993,"Downsview,North Park,Upwood Park",43.713756200000006,-79.4900738,Sporty,Basketball Court,43.71650314331055,-79.48983764648438
1994,"Downsview,North Park,Upwood Park",43.713756200000006,-79.4900738,Maple leaf park,Park,43.716187513283,-79.4935309549699
1995,"Downsview,North Park,Upwood Park",43.713756200000006,-79.4900738,Mika's Trim,Construction & Landscaping,43.714068,-79.496113
1996,"Silverthorn,Keelesdale,Del Ray,Mount Dennis",43.6911158,-79.47601329999999,Subway,Sandwich Place,43.69021830300218,-79.47404997234327
1997,"Silverthorn,Keelesdale,Del Ray,Mount Dennis",43.6911158,-79.47601329999999,Timothy's World Coffee,Coffee Shop,43.69007166039847,-79.47459889881466
1998,"Silverthorn,Keelesdale,Del Ray,Mount Dennis",43.6911158,-79.47601329999999,McDonald's,Fast Food Restaurant,43.692926495448766,-79.47998177868274
1999,"Silverthorn,Keelesdale,Del Ray,Mount Dennis",43.6911158,-79.47601329999999,New York Fried Chicken,Fast Food Restaurant,43.68847298308178,-79.48094846648402
2000,"Runnymede,The Junction North",43.67318529999999,-79.48726190000001,241 Pizza,Pizza Place,43.6723510936904,-79.49263085092069
2001,"Runnymede,The Junction North",43.67318529999999,-79.48726190000001,195 Jane Rocket,Bus Line,43.672334850841,-79.49263389979957
2002,"Runnymede,The Junction North",43.67318529999999,-79.48726190000001,High Park Brewery,Brewery,43.669903,-79.48343
2003,"Runnymede,The Junction North",43.67318529999999,-79.48726190000001,Welcome Food Mart,Grocery Store,43.66970140136457,-79.48349146580819
2004,"The Junction South,High Park",43.6616083,-79.46476329999999,nodo,Italian Restaurant,43.665303321627505,-79.46562068004896
2005,"The Junction South,High Park",43.6616083,-79.46476329999999,Lithuania Park,Park,43.658666653470426,-79.46303844451904
2006,"The Junction South,High Park",43.6616083,-79.46476329999999,Hole in the Wall,Bar,43.66529624102518,-79.46511783107383
2007,"The Junction South,High Park",43.6616083,-79.46476329999999,Indie Alehouse,Gastropub,43.66547472315272,-79.46528973047275
2008,"The Junction South,High Park",43.6616083,-79.46476329999999,famous last words,Speakeasy,43.665181,-79.468471
2009,"The Junction South,High Park",43.6616083,-79.46476329999999,Junction Flea,Flea Market,43.665258286011984,-79.462867677381
2010,"The Junction South,High Park",43.6616083,-79.46476329999999,ARTiculations,Arts & Crafts Store,43.6655499084009,-79.46719380367311
2011,"The Junction South,High Park",43.6616083,-79.46476329999999,Mjölk,Furniture / Home Store,43.665432436685634,-79.46796194112322
2012,"The Junction South,High Park",43.6616083,-79.46476329999999,Playa Cabana Cantina,Mexican Restaurant,43.6653150256334,-79.46554803042925
2013,"The Junction South,High Park",43.6616083,-79.46476329999999,Isaan Der,Thai Restaurant,43.665311,-79.468078
